Country or area,Sex,Married,Divorced,Widowed,Other
Canada,Men,57.46498446545752,3.802973829537637,3.3585109019045194,35.37353080310032
Canada,Women,51.94986796415278,5.18041433611267,11.623313164077933,31.246404535656623
India,Men,79.27728871392912,0.5432920561891244,6.027954718669808,14.151464511211941
India,Women,72.44158821520902,1.4340763865177308,18.71128237646944,7.413053021803805
